,0
1240,- - 이 목도리랑 같이 계산해주세요
1241,- - 브이넥 니트 할인되는 건 여기 있는 게 다인 가요?
1242,- - 몇 프로 할인되는 건가요?
1243,- - 사이즈는 어떻게 되나요?
1244,- - 한번 입어봐도 될까요?
1245,- - 그럼 환불 또는 교환 가능한가요?
1246,- - 면접 볼 때 어울리는 옷 추천해주실 수 있나요?
1247,- - 이런 종류 옷은 얼마 정도 하나요?
1248,- - 이 옷으로 저한테 맞는 사이즈 갖다 주실 수 있나요?
1249,- - 조금 품이 큰데 딱 맞게 입는 게 낫죠?
1250,- - 이 옷 포장해주시고 카드 결제 가능하죠?
1251,- - 여기 혹시 성인 남자 바지도 판매하나요?
1252,- - 따뜻하게 입을만한 바지 추천해주시겠어요?
1253,- - 색상은 검정뿐인가요?
1254,- - 네이비 색상 100사이즈 있나요?
1255,- - 이걸로 구매할게요
1256,- - 혹시 세일 상품 있나요?
1257,- - 반팔을 좀 보고 싶은데요
1258,- - 그럼 이 셔츠 XL 사이즈 있나요?
1259,- - 사이즈가 좀 커 보이지 않나요?
1260,- - 그럼 이 셔츠 L 사이즈로 계산해주세요
1261,- - 검은색 코트를 찾고 있는데요
1262,- - 아 제가 찾고 있는 게 양복에 잘 어울릴만한 깔끔한 스타일인 데 있을까요?
1263,- - 저희가 3가지 종류가 들어왔는데 한번 보시겠어요?
1264,- - 오버핏 말고 슬림핏을 찾고 있는데 혹시 있을까요?
1265,- - 아 그리고 슬랙스는 어느 쪽에 있나요?
1266,- - 이거 입어봐도 돼요?
1267,- - 사이즈가 어떻게 되죠?
1268,- - 한 치수 큰 걸로 드릴까요?
1269,- - 다른 것도 볼게요
1270,- - 이 블라우스는 무슨 무슨 색 있나요?
1271,- - 사이즈는요?
1272,- - 하얀색 66 입어볼 수 있나요?
1273,- - 어울릴만한 치마도 하나 추천해주세요
1274,- - 네 그럼 같이 입어볼게요
1275,- - 이 카디건은 얼마인가요?
1276,- - 이 바지는요?
1277,- - 이거 두 개 살게요
1278,- - 카카오페이로 결제 가능한가요?
1279,- - 그럼 카카오페이로 결제해주세요
1280,- - 저에게 어울리는 청바지를 찾아주세요
1281,- - 어떤 스타일의 청바지를 원하세요?
1282,- - 그럼 이런 슬랙스 스타일의 청바지는 어떠세요?
1283,- - 조금 더 진한 색의 청바지 있을까요?
1284,- - 네 이 청바지 어떠세요?
1285,- - 이거 한 번 입어봐도 될까요?
1286,- - 이거 S 사이즈 있을까요?
1287,- - 주문은 가능할까요?
1288,- - 그럼 같은 디자인으로 다른 색상 있나요?
1289,- - 입어 볼 수 있을까요?
1290,- - 이 옷 이 색 말고 다른 색도 있나요?
1291,- - 블랙 색상 사이즈 100으로 입어봐도 될까요?
1292,- - 죄송한데 이건 너무 큰 것 같아서 95로 갖다 주세요
1293,- - 이거 계산해 주세요
1294,- - 포인트 적립되나요?
1295,- - 간절기용 티셔츠 좀 볼 수 있나요
1296,- - 남자용입니다
1297,- - 이게 괜찮은데 105사이즈 있나요
1298,- - 같은 사이즈로 회색하고 갈색 두 종류를 보고 싶습니다
1299,- - 입어봐도 됩니까
1300,- - 옷 좀 구경하러 왔어요
1301,- - 어떤 스타일을 찾으세요?
1302,- - 롱 원피스 종류 있어요?
1303,- - 한번 보여주시겠어요?
1304,- - 플라워 패턴도 있나요?
1305,- - 다른 칼라도 있나요?
1306,- - 티 좀 보려고 하는데요
1307,- - 요즘 제일 핫한 게 어떤 스타일이에요?
1308,- - 어느 분이 입으실 건가요?
1309,- - 연령대가 어떻게 되세요?
1310,- - 체형은요?
1311,- - 요즘 핫한 상품이 뭐예요?
1312,- - 좀 보여주세요
1313,- - 이거 사이즈 M 있나요?
1314,- - 언제 재입고 되나요?
1315,- - 그냥 L 사이즈로 사겠습니다
1316,- - 이 옷은 사이즈가 어떻게 나와요?
1317,- - 혹시 입어볼 수 있을까요?
1318,- - 피팅룸에서는 한 번에 몇 벌까지 입어볼 수 있어요?
1319,- - 라지 사이즈를 입어보고 싶은데 디피가 안 되어있습니다
1320,- - 왼쪽 벽에 걸려있었습니다
1321,- - 남자친구 생일선물로 살 옷 추천 좀 해주세요
1322,- - 남자친구 나이가 몇 살인가요?
1323,- - 키는 어느 정도인가요?
1324,- - 체격이 마른 편인가요?
1325,- - 그럼 새로 나온 이 니트는 어떠세요?
1326,- - 사이즈 안 맞으면 교환 가능한가요?
1327,- - 40대 여성에게 어떤 옷이 어울릴까요?
1328,- - 이 제품 다른 무늬는 없나요?
1329,- - 이 제품 M사이즈로 하나 주세요
1330,- - 그럼 하나 큰 사이즈로 주세요
1331,- - 포장은 따로 필요 없으신가요?
1332,- - 선물용으로 포장해 주세요
1333,- - 둘러볼게요
1334,- - 여기요 이거 라지 있나요
1335,- - 네 입어보시겠어요
1336,- - 잘 맞아요 입고 갈게요
1337,- - 입고 오신 옷 넣어드릴까요
1338,- - 여기 양말은 어디 있나요?
1339,- - 건강 발가락 양말도 저기 있나요?
1340,- - 브랜드가 이것뿐인가요?
1341,- - 그럼 언제 들어오나요?
1342,- - 그럼 재고 들어올 때 연락 주세요
1343,- - 50대 여성에게 선물로 드릴만 한 옷이 있을까요?
1344,- - 선호하는 옷 종류가 따로 있으실까요?
1345,- - 그럼 이런 연한 핑크색의 등산복 종류가 어떠세요?
1346,- - 어머니 몸매가 이 정도 되시는데 사이즈가 어느 게 맞을까요?
1347,- - 한 이 정도인 거 같은데 그래도 일단 사 가고 안 맞으면 교환 가능하죠?
1348,- - 삼성페이로 결제 가능한가요?
1349,- - 원피스 있나요?
1350,- - 네 어떤 스타일 보여드릴까요?
1351,- - 네 55사이즈로 보여드릴까요?
1352,- - 네 치마 길이 긴 디자인은 없나요?
1353,- - 그럼 이 제품으로 주세요
1354,- - 네 더 필요하신 건 없으세요?
1355,- - 이 바지 다른 사이즈 있나요?
1356,- - 네 어떤 사이즈로 보여드릴까요?
1357,- - 컬러는 이게 다인가요?
1358,- - 혹시 찾으시는 색상 있으신가요?
1359,- - 블랙이나 차콜 그레이 있어요?
1360,- - 지금 바로 볼 수 있나요?
1361,- - 이 옷 사이즈 있나요?
1362,- - 어떤 옷 말씀이세요?
1363,- - 이 원피스 66사이즈 있나요?
1364,- - 정 사이즈로 나온 옷인가요?
1365,- - 한 번 입어봐도 될까요?
1366,- - 이 옷으로 포장해주세요
1367,- - 여기 신상품 좀 소개해 주세요
1368,- - 어떤 종류를 찾으시나요?
1369,- - 이쪽으로 와 보시겠어요?
1370,- - 이건 가격이 어떻게 되나요?
1371,- - 한 번 입어 봐도 될까요?
1372,- - 이걸로 하고 싶어요
1373,- - 카드로 결제하시겠어요?
1374,- - 심플한 디자인의 원피스를 보고 있는데요?
1375,- - 이런 스타일은 어떠신가요?
1376,- - 색상은 뭐가 있죠?
1377,- - 사이즈는 어떻게 되어있나요?
1378,- - 입어볼 수 있나요?
1379,- - 얼마인가요?
1380,- - 이번 겨울 신상 코트는 어느 쪽에 있나요?
1381,- - 신제품들만 따로 적용되는 이벤트 같은 것은 없나요?
1382,- - 혹시 이월 상품들은 할인이 따로 들어가 있나요?
1383,- - 이월 상품들은 어디에 있나요?
1384,- - 이월 상품들은 제가 입어볼 수 있나요?
1385,- - 이 치마는 무슨 무슨 색 있어요?
1386,- - 사이즈는 어떻게 나오나요?
1387,- - 치마랑 어울릴 만한 니트 있나요?
1388,- - 이것도 66사이즈 있나요?
1389,- - 그럼 치마랑 니트 하나씩 구매할게요
1390,- - 네 더 필요한 건 없으세요?
1391,- - 이 니트 프리사이즈인가요?
1392,- - 혹시 미디엄 사이즈 있어요?
1393,- - 혹시 피팅 가능할까요?
1394,- - 혹시 블랙 말고 다른 색상도 있어요?
1395,- - 3 컬러 전부 입어볼 수 있을까요?
1396,- - 여성 청바지 종류 좀 보여주세요
1397,- - 일자바지면서 9부 바지 있나요?
1398,- - 이것은 신상인데 어떠세요?
1399,- - 입어봐도 되나요?
1400,- - 제 몸에 잘 어울리는 것 같나요?
1401,- - 이 바지는 할인되나요?
1402,- - 빅 사이즈 옷을 찾고 있는데 있을까요?
1403,- - 좀 둘러보겠습니다
1404,- - 이 옷은 컬러가 블랙 하나인가요?
1405,- - 사이즈는 몇까지 나오나요?
1406,- - 그럼 이거 77사이즈로 새 제품으로 준비해줄 수 있을까요?
1407,- - 블라우스를 구매하고 싶은데요
1408,- - 네 찾으시는 디자인이 있나요?
1409,- - 프릴이 있는 디자인이 있나요?
1410,- - 이 블라우스는 다른 색상은 없나요?
1411,- - 분홍색 66사이즈 주시겠어요?
1412,- - 현금으로 결제할게요
1413,- - 현금영수증 해드릴까요?
1414,- - 이번에 새로 나온 패딩이 어떤 건가요?
1415,- - 색상은 어떤 것이 있나요?
1416,- - 블랙 색상 110 사이즈 재고가 남아있나요?
1417,- - 그러면 110사이즈가 있는 색상은 어떤 건가요?
1418,- - 네이비 110사이즈 입어볼 수 있나요?
1419,- - 임신 중이라 넉넉한 사이즈를 찾고 있는데 어떤 스타일이 좋을까요?
1420,- - 네 고객님 임신 중이시면 넉넉한 사이즈로 나온 이 옷은 어떠세요?
1421,- - 색상은 이거 말고 어떤 색상이 또 있나요?
1422,- - 네 그럼 블루랑 그레이 색상으로 하나씩 주세요
1423,- - 네 결제는 어떻게 도와드릴까요?
1424,- - 네 현금결제로 할 테니 현금영수증 부탁드려요
1425,- - 치마 코너는 어디에 있나요?
1426,- - 사이즈 도와드릴까요?
1427,- - 66사이즈보다 한 사이즈 더 큰 사이즈 있나요?
1428,- - 롱패딩 보러 왔습니다
1429,- - 남자 고등학생 옷을 사려고요
1430,- - 가격은 어떻게 되나요?
1431,- - 아이가 좋아하겠죠?
1432,- - 그러면 하나 포장해서 주세요
1433,- - 남자친구 선물 주려고 하는데요
1434,- - 아직 추우니까 이 니트는 어떠세요?
1435,- - 혹시 검은색으로는 없나요?
1436,- - 어떤 사이즈 입으세요?
1437,- - 마음에 안 들면 환불되나요?
1438,- - 그럼 이걸로 할게요
1439,- - 여성용 블랙 진 있어요?
1440,- - 네 어떤 핏으로 찾으시나요?
1441,- - 이쪽으로 오시겠어요?
1442,- - 안감에 기모 들어간 건 없나요?
1443,- - 입어보고 싶은데요
1444,- - 허리 사이즈가 어떻게 되세요?
1445,- - 블라우스는 어느 쪽에 있나요?
1446,- - 혹시 이 옷 다른 사이즈도 있나요?
1447,- - 색상은 총 몇 가지인가요?
1448,- - 그럼 노란색 m사이즈로 하나 가져다주세요
1449,- - 현금 결제되나요?
1450,- - 제가 환불을 하고 싶은데요
1451,- - 어제 오후에 여기서 블라우스랑 치마를 샀는데 블라우스를 환불하고 싶어서요
1452,- - 구입하신 블라우스 좀 보여주시겠어요?
1453,- - 그리고 환불하시려면 영수증이 필요한데 갖고 오셨나요?
1454,- - 혹시 현금으로 환불받을 수는 없나요?
1455,- - 남성 바지는 어느 쪽에 있나요?
1456,- - 이 바지 30 있나요?
1457,- - 30이 작네요 31 있을까요?
1458,- - 이거 할인되나요?
1459,- - 정장을 좀 구매하려고요
1460,- - 네 평소 사이즈가 어떻게 되시죠?
1461,- - 치마 정장이랑 바지 정장 중에 어떤 거로 보여드릴까요?
1462,- - 네 그리고 겉에 입을 코트도 추천해주세요
1463,- - 혹시 신발도 있나요?
1464,- - 어머니 등산복으로 어떤 게 좋을까요??
1465,- - 연령대가 어떻게 되시나요?
1466,- - 혹시 선호하는 색상 있으신가요?
1467,- - 너무 튀지 않은 색상으로 골라주시겠어요?
1468,- - 튀지 않으면서 밝은 주황색 옷인데 이거 어떠세요?
1469,- - 포장해드릴까요??
1470,- - 이 옷 다른 사이즈도 볼 수 있을까요?
1471,- - 네 고객님 사이즈가 어떻게 되시나요?
1472,- - 상의만 필요하신가요?
1473,- - 네 그리고 다른 색상 디자인도 있는지 궁금합니다
1474,- - 이 디자인으로는 네이비 외에 그레이와 화이트가 있는데 골라보시겠어요?
1475,- - 탈의실이 어디에 있죠?
1476,- - 레깅스 있나요?
1477,- - 무발도 있죠?
1478,- - 혹시 블랙 말고 다른 색상 있나요?
1479,- - 기모인가요?
1480,- - 그럼 색상별로 하나씩 주세요
1481,- - 이 원피스 사이즈 있나요?
1482,- - 피팅 가능한가요?
1483,- - 55사이즈로 입어볼게요
1484,- - 컬러는 블랙 하나인가요?
1485,- - 언제 다시 들어오나요?
1486,- - 이 옷 혹시 입어볼 수 있나요?
1487,- - 네 고객님 몇 사이즈세요?
1488,- - 옷이 좀 큰데 크게 나왔나요?
1489,- - 아 그러시면 한 사이즈 작은 거 드려볼까요?
1490,- - 음 이건 너무 작은 것 같으니 아까 걸로 주세요
1491,- - 겨울용 따뜻한 패딩을 찾고 있는데요
1492,- - 가격은 30만 원대 생각하고 있어요
1493,- - 구스는 얼마나 할인하죠?
1494,- - 네 105 사이즈 한번 입어볼게요
1495,- - 이거 카드로 3개월 할부해 주세요
1496,- - 와이셔츠 사려고 하는데 어디 있나요?
1497,- - 이 와이셔츠 105 사이즈 있나요?
1498,- - 와이셔츠랑 같이 재킷도 사려고 하는데 추천하시는 옷 있나요?
1499,- - 소매가 조금 긴 것 같은데 수선되나요?
1500,- - 그럼 이걸로 계산할게요
1501,- - 이 패딩 XL도 있나요?
1502,- - 아 블랙은 없나요?
1503,- - 네 현장에 없는데 주문해드릴까요?
1504,- - 주문하면 언제쯤 받을 수 있나요?
1505,- - 아 결제는 미리 하고 가도 되죠?
1506,- - 네 결제는 어떻게 도와드릴까요?
1507,- - 삼성페이 되나요?
1508,- - 오늘 영업하나요?
1509,- - 보라색 니트 있나요?
1510,- - 어디에 있나요?
1511,- - 라지 사이즈도 있나요?
1512,- - 한 번 입어봐도 될까요?
1513,- - 정장하나 맞추려고 하는데 처음 맞추는 거라 저한테 어떤 색이 잘 어울릴까요?
1514,- - 입어봐도 되나요?
1515,- - 팔이 좀 긴데 수선 가능한가요?
1516,- - 수선 맡기면 오래 걸릴까요?
1517,- - 네 결제는 카드로 할게요
1518,- - 이 원피스 사이즈 L 있나요?
1519,- - 그럼 M사이즈로 입어 볼 수 있나요?
1520,- - 이 원피스랑 어울리는 재킷도 사고 싶은데 뭐가 제일 잘나가요?
1521,- - 그럼 이렇게 해서 얼마죠?
1522,- - 봉투값 따로 받으세요?
1523,- - 저 울 재킷은 여기 걸려있는 게 전부인가요?
1524,- - 아 혹시 울이 많이 들어간 재킷은 어떤 건가요?
1525,- - 울 80이 들어간 검은색 재킷이 있는 데 한번 착용해보시겠어요?
1526,- - 검은색 말고 다른 색상은 없나요?
1527,- - 제가 색상 있는 재킷을 찾고 있어서 다른 재킷은 없나요?
1528,- - 그럼 울 함량이 조금 낮지만 3가지 색상이 있는 재킷이 있는데 이건 어떠신가요?
1529,- - 하늘색이 제일 깔끔한 데 사이즈는 Free인가요?
1530,- - 원피스를 찾고 있는데요
1531,- - 어떤 스타일로 찾고 계시나요?
1532,- - 긴 걸로 주시겠어요
1533,- - 여기 카드요
1534,- - 남자가 입을 수 있을까요?
1535,- - 그럼 L 사이즈를 찾아주세요
1536,- - 사이즈가 없으면 어떻게 하나요?
1537,- - 현금결제로 해주세요
1538,- - 옷은 언제 찾으러 오면 되나요?
1539,- - 옷이 안 맞으면 환불 되나요?
1540,- - 청바지로 사려고 합니다
1541,- - 이거 바지 늘어나요?
1542,- - 피팅룸에서 입어볼게요
1543,- - 사이즈가 안 맞으니 정리해주세요
1544,- - 패딩을 구매하고 싶은데 제일 잘나가는 상품은 뭔가요?
1545,- - 그럼 검은색 패딩 종류 좀 보여주실 수 있나요?
1546,- - 사이즈는 어떤 걸로 보여드릴까요?
1547,- - 이 패딩은 조금 크게 나온 편인데 한 치수 작은 건 어떠세요?
1548,- - 그럼 미디엄 사이즈인가요?
1549,- - 네 미디엄 사이즈로 보여주세요
1550,- - 혹시 70대 할머니가 입을만한 옷이 있나요?
1551,- - 보통 할머니들은 무슨 색을 많이 사가나요?
1552,- - 이 재킷은 얼마인가요?
1553,- - 카드로 결제 가능한가요?
1554,- - 일시불로 결제해주세요
1555,- - 면접 볼 때 입을 옷을 찾고 있어요
1556,- - 단추는 원래 없는 옷입니까?
1557,- - 제일 큰 사이즈는 무엇인가요?
1558,- - 밑에는 박음질이 정리되어있지 않네요
1559,- - 언제까지 세일하나요?
1560,- - 원피스 신상 나왔어요?
1561,- - 꽃무늬로 된 원피스 있나요?
1562,- - 핑크색 말고 하늘색으로 주세요
1563,- - 이 원피스에 어울리는 카디건 있나요?
1564,- - 입어볼게요
1565,- - 블라우스 좀 보려고 왔는데요
1566,- - 너무 요란한 무늬 말고 좀 얌전한 거 없을까요?
1567,- - 교생실습할 때 입을 거라 너무 화려한 건 안돼요
1568,- - 이건 가격이 얼마에요?
1569,- - 현금으로 할게요
1570,- - 원피스는 어디에 있나요?
1571,- - 친구 결혼식에 입고 갈 것으로 추천해주세요
1572,- - 이 디자인 어떠세요?
1573,- - 입어볼 수 있을까요?
1574,- - 이 사이즈보다 한 치수 큰 거 있나요?
1575,- - 이걸로 포장해주세요
1576,- - 봄 신상품 카디건 있나요
1577,- - 색상은 몇 가지 있나요
1578,- - 주로 어떤 색상이 잘 나가나요
1579,- - 가격대는요
1580,- - 카드 결제 가능한가요
1581,- - 겨울용 청바지 좀 보여주시겠어요?
1582,- - 허리 사이즈가 어떻게 되세요?
1583,- - 색이 좀 더 연한 건 없을까요?
1584,- - 연한 색상을 원하시면 이 디자인은 어떠세요?
1585,- - 가격은 얼마인가요?
1586,- - 한번 입어봐도 될까요?
1587,- - 여기 여름 원피스가 벌써 나왔네요?
1588,- - 이거는 얼마나 해요?
1589,- - 세일하는 건 없나요?
1590,- - 이쪽 거는 세일 얼마나 들어간 거예요?
1591,- - 와이프 옷 선물해주고 싶은데 추천해주세요
1592,- - 생각하시는 스탈이 있으세요
1593,- - 그러시면 이 카디건은 어떠하실까요
1594,- - 이 카디건 금액은 얼마인가요
1595,- - 66사이즈로 예쁘게 포장해 주세요
1596,- - 남자 옷도 파나요?
1597,- - 어떤 옷을 찾으세요?
1598,- - 남자친구한테 선물할 건데 추천 좀 해주세요
1599,- - 요즘 잘 나가는 분홍색 이 셔츠는 어떠세요?
1600,- - 좋아요 큰 사이즈도 있나요?
1601,- - 얼마나 큰 사이즈를 찾으세요?
1602,- - 롱패딩 다 팔렸나요?
1603,- - XL 사이즈 있나요?
1604,- - 세탁은 어떻게 하나요?
1605,- - 현금영수증 해주세요
1606,- - 제품에 문제가 있으면 어떡하나요?
1607,- - 이 바지 사이즈가 어떻게 되나요?
1608,- - M사이즈는 몇 인치인가요?
1609,- - 바지 색상은 한 가지인가요?
1610,- - 블랙 색상 바지에 어울리는 티셔츠가 있나요?
1611,- - 셔츠 말고 기본 티셔츠는 없나요?
1612,- - 신랑 와이셔츠를 사려고 하는데요
1613,- - 예쁜데 신상품은 얼마인가요?
1614,- - 조금 더 저렴한 것 있나요?
1615,- - 그럼 이거 105사이즈 있나요?
1616,- - 버건디 컬러로 105로 주세요
1617,- - 여기 진열되어 있는 점퍼 얼마인가요?
1618,- - 입어볼 수 있나요?
1619,- - 55사이즈 입어볼게요
1620,- - 잘 어울리는 거 같은데 이걸로 주세요
1621,- - 교환은 언제까지 가능한가요?
1622,- - 옷 구경 좀 해도 될까요?
1623,- - 이거 사이즈 105사이즈 있나요?
1624,- - 한번 입어봐도 될까요?
1625,- - 지금 사면 할인되나요?
1626,- - 카드 결제할게요
1627,- - 태그에 붙어 있는 가격이 세일이 적용된 금액인가요?
1628,- - 상하의 한 벌 가격이 맞는지 확인해주세요
1629,- - 혹시 몇 퍼센트가 할인된 건지 알 수 있을까요?
1630,- - 그렇다면 여기 있는 상품 모두가 70프로 세일 중이라는 말씀이신가요?
1631,- - 세일 품목은 매일매일 달라지나요?
1632,- - 면접 보러 갈 건데 입을 옷 좀 추천해주세요
1633,- - 면접이시면 정장 스타일 찾으시나요?
1634,- - 그럼 이 면 셔츠는 어떠신가요?
1635,- - 혹시 더 밝은 색 있나요?
1636,- - 네 이걸로 할게요
1637,- - 삼성페이로 계산할 수 있나요
1638,- - 키즈 바람막이를 보고 싶어요
1639,- - 남녀 공용인가요?
1640,- - 여자아이인데 무슨 색이 괜찮을까요?
1641,- - 핑크색 있는데 보여드릴까요?
1642,- - 핑크색 7살 사이즈로 주세요
1643,- - 카드로 계산할게요
1644,- - 일시불이세요?
1645,- - 이 옷 66사이즈 있나요?
1646,- - 재입고 예정인가요?
1647,- - 제품 예약할 수 있을까요?
1648,- - 플레어스커트는 어느 쪽에 있나요?
1649,- - 이 옷 입어볼 수 있을까요?
1650,- - 저기 이 옷 좀 봐주세요
1651,- - 네 무슨 일로 그러세요?
1652,- - 제가 지난주에 구매한 옷인데 집에서 보니 안쪽이 뜯어져 있었어요
1653,- - 정말 마음에 들어서 산 옷인데 입을 수 없어서 좀 황당했어요
1654,- - 혹시 같은 걸로 교환이 가능할까요?
1655,- - 재고가 있나요?
1656,- - 직원 안 계세요?
1657,- - 어떤 옷 보러 오셨어요?
1658,- - 후드티는 이 브랜드가 잘 팔려요
1659,- - 다른 색상은 없나요?
1660,- - 슬랙스 좀 보여주세요
1661,- - 그걸로 할게요
1662,- - 치마는 오른쪽에 있나요?
1663,- - 롱치마도 있나요?
1664,- - 빨간색 치마도 있나요?
1665,- - 니트 치마도 볼 수 있을까요?
1666,- - 현금으로 사면 할인 가능한가요?
1667,- - 니트 같은 거는 어디 있어요?
1668,- - 제가 입을 건 아니고 어머니 사드리려고요
1669,- - 어떤 게 많이 팔리나요?
1670,- - 그럼 이걸로 2개 주세요
1671,- - 선물포장도 가능한가요?
1672,- - 패딩 따듯한 거 뭐 있어요?
1673,- - 뭐가 달라요?
1674,- - 그럼 더 따듯한가요?
1675,- - 가격은 얼마인가요?
1676,- - 그럼 그걸로 구매할게요
1677,- - 네 더 필요한 건 없으시죠?
1678,- - 양복 위아래 세트로 다 맞추면 얼마인가요?
1679,- - 시간은 얼마나 걸릴까요?
1680,- - 원단에 따라 가격도 달라질 수 있나요?
1681,- - 혹시 위에만 맞출 수도 있나요?
1682,- - 그럼 가격은 얼마인가요?
1683,- - 지난주에 여기서 이 옷을 사 갔는데 사이즈가 안 맞아서 교환 좀 하려고요
1684,- - 영수증 가져오셨나요?
1685,- - 상품 텍이 아주 조금 찢어졌는데 상관없죠?
1686,- - 혹시 이 옷 여성 사이즈는 없나요?
1687,- - 여자친구랑 커플로 입으려고 하는데 비슷한 디자인은 없나요?
1688,- - 선물로 주려고 하는데 선물 포장 가능하죠?
1689,- - 혹시 지금 한정판 상품 판매 중인가요?
1690,- - 어느 쪽에 있나요?
1691,- - 한정판 상품 중에 가장 잘 나가는 상품이 뭔가요?
1692,- - 어떤 색상이 가장 잘 나가나요?
1693,- - 그럼 이거 두 개 가져다주시겠어요?
1694,- - 블라우스 좀 볼 수 있을까요?
1695,- - 좀 더 무난한 디자인은 없을까요?
1696,- - 이거 라지 사이즈 있나요?
1697,- - 가격은 얼마에요?
1698,- - 입어봐도 되죠?
1699,- - 여기 언제 오픈했어요?
1700,- - 옷 구경 다 해봐도 되죠?
1701,- - 옷이 엄청 싼 것 같아요
1702,- - 혹시 문 닫는 날도 있나요?
1703,- - 다음에 또 와서 옷 살게요
1704,- - 이 셔츠 아이보리색 품절이에요?
1705,- - 입고는 언제 돼요?
1706,- - 온라인으로 사는 게 더 빠를까요?
1707,- - 그래도 금액은 온라인 더 싸지 않아요?
1708,- - 그럼 저 여기서 예약 주문할게요
1709,- - 안녕하세요 점퍼 좀 보려고요
1710,- - 본인이 입으시는 건가요?
1711,- - 여자친구?
1712,- - 네 밝은 색으로 보여주세요
1713,- - 그럼 이쪽으로 오세요 이 옷은 어떠세요
1714,- - 맘에 들어요 사이즈가 맞을까요?
1715,- - 그럼 이걸로 부탁드립니다
1716,- - 요즘 신상 코트 볼 수 있을까요?
1717,- - 고객님이 입으실 건가요?
1718,- - 90사이즈 있나요?
1719,- - 색상 회색도 있나요?
1720,- - 네 입어볼게요
1721,- - 슬랙스 있나요?
1722,- - 사계절용 좀 보여주세요
1723,- - 이 제품 허리 28로 보여주세요
1724,- - 어떤 색상으로 보여드릴까요?
1725,- - 어떤 색상 있나요?
1726,- - 여성 청바지도 판매하나요?
1727,- - 부츠컷으로 보여주실 수 있나요?
1728,- - 길이 수선도 가능한 건가요?
1729,- - 수선하면 시간은 어느 정도 걸리나요?
1730,- - 택배로 보내주실 수 있나요?
1731,- - 이 옷은 얼마인가요?
1732,- - 제가 정장을 하나 사야 되는데 잘 팔리는 게 어떤 거죠?
1733,- - 이 옷하고 이 옷이에요
1734,- - 네 구매하실 건가요?
1735,- - 네 가격은 얼마인가요?
1736,- - 그럼 이걸로 주세요
1737,- - 음 제가 옷을 잘 못 고르는데 좀 도와주시겠어요?
1738,- - 네 누가 입을 건가요
1739,- - 아 네 그럼 따님이 20대 초인 가요?
1740,- - 그럼 따님이 원하는 스타일이 어떤 건가요?
1741,- - 네 신상으로 나온 이 원피스가 요즘 선호도가 높은데요
1742,- - 혹시 따님이 맘에 안 들어 하면 다시 갖고 나오셔도 돼요
1743,- - 이 옷 55사이즈 있나요?
1744,- - 그럼 66은 있나요?
1745,- - 그러면 다른 색으로도 사이즈가 없을까요?
1746,- - 회색도 가격이 똑같은가요?
1747,- - 현금 결제하면 할인되나요?
1748,- - 피팅룸이 어디인가요?
1749,- - 어떤 상품 입어보실 건가요?
1750,- - 바지 입어보려고요
1751,- - 어디로 들어가면 되죠?
1752,- - 혹시 최대 몇 벌까지 입어볼 수 있나요?
1753,- - 네 무슨 일로 그러시나요?
1754,- - 옷을 다른 옷으로 교환할 수 있나 해서요
1755,- - 네 영수증과 결제했던 카드 가지고 계시나요?
1756,- - 어떤 걸로 교환하시겠어요?
1757,- - 가격이 추가되는데 괜찮으신가요?
1758,- - 그럼 지난 결제는 취소하고 재결제 하겠습니다
1759,- - 이 티셔츠 조금 더 큰 치수로 있나요?
1760,- - 105보다 큰 사이즈는 없나요?
1761,- - 저기 마네킹이 입고 있는 티셔츠도 105가 제일 큰 사이즈인가요?
1762,- - 네 그럼 저 티셔츠로 할게요 얼마죠?
1763,- - 여기 3개월 무이자로 결제할 수 있죠?
1764,- - 이 넥타이 실크 100퍼센트면 혹시 케어를 손빨래나 드라이클리닝으로만 해야 하나요?
1765,- - 그러면 아크릴이나 면 함유된 제품은 없나요?
1766,- - 여기 있는 것들이 다인가요?
1767,- - 그냥 아까 봤던 실크 넥타이로 사갈게요
1768,- - 결제는 뭘로 하시나요?
1769,- - 상품 환불이나 교환하시려면 영수증 가지고 일주일 이내 매장 방문하시면 됩니다
1770,- - 머플러 선물을 하려고 하는데요
1771,- - 아 네 선물 받을 분이 연령이 어떻게 되나요?
1772,- - 어디 한번 보여 주세요
1773,- - 네 제가 원하는 색상이 아닌데 다른 거 추천 좀 해주세요
1774,- - 네 그러세요 그럼 좀 화사한 꽃무늬 머플러는 어떨까요?
1775,- - 네 맘에 드는데 같은 디자인으로 다른 색상도 보고 싶어요
1776,- - 이 티셔츠 L 사이즈 있나요?
1777,- - 색상은 여기 꺼내져 있는 것이 다인가요?
1778,- - 네 이 티셔츠는 남녀 공용으로 입어도 무방하거죠?
1779,- - 아 그러면 화이트 L와 그레이 XL 하나씩 주세요
1780,- - 네 더 필요하신 건 없으신가요?
1781,- - 네 결제는 삼성페이로 하고 싶은데 가능한가요?
1782,- - 혹시 제일 작은 사이즈 모자 있을까요?
1783,- - 여러 가지 모델로 보여주세요
1784,- - 혹시 바닷가에서 쓸만한 모자도 있나요?
1785,- - 색상도 다양하게 있을까요?
1786,- - 우선 써 볼 수 있을까요?
1787,- - 이 옷은 세트 상품인가요?
1788,- - 그럼 이 블라우스는 얼마인가요?
1789,- - 조끼는요?
1790,- - 그럼 이 두 개 같이 결제할게요
