,0
2397,- - 이건 얼마예요?
2399,- - 포인트 사용하면 할인되나요?
2401,- - 롱패딩 있나요?
2403,- - 얼마예요?
2405,- - 세일하는 건 없나요?
2407,- - 검은색 말고 남색은 없나요?
2411,- - 이 옷 55사이즈 있나요?
2413,- - 검은색으로 사고 싶은데요
2415,- - 다른 색은 어떤 게 있나요?
2417,- - 그럼 흰색 주세요
2418,- - 55사이즈 맞으실까요?
2421,- - 맨투맨은 어느 쪽에 있어요?
2423,- - 맨투맨에 프린트되어있는 디자인은 이게 전부인가요?
2425,- - 이 맨투맨은 컬러가 이렇게 3가지인가요?
2427,- - 그럼 oo 컬러 재입고는 언제인가요?
2429,- - 그럼 나머지 3가지 컬러 중에서 제일 인기 있는 컬러는 뭐예요?
2431,- - 상의도 입어봐도 되나요?
2433,- - 이 옷이랑 같은 제품 검은색도 있을까요?
2435,- - 그러면 비슷한 옷 좀 찾아주실 수 있을까요?
2437,- - 이 옷은 얼마인가요?
2439,- - 이 목도리랑 같이 계산해주세요
2441,- - 브이넥 니트 할인되는 건 여기 있는 게 다인 가요?
2443,- - 몇 프로 할인되는 건가요?
2445,- - 사이즈는 어떻게 되나요?
2447,- - 한번 입어봐도 될까요?
2449,- - 그럼 환불 또는 교환 가능한가요?
2451,- - 면접 볼 때 어울리는 옷 추천해주실 수 있나요?
2453,- - 이런 종류 옷은 얼마 정도 하나요?
2455,- - 이 옷으로 저한테 맞는 사이즈 갖다 주실 수 있나요?
2457,- - 조금 품이 큰데 딱 맞게 입는 게 낫죠?
2459,- - 이 옷 포장해주시고 카드 결제 가능하죠?
2461,- - 여기 혹시 성인 남자 바지도 판매하나요?
2463,- - 따뜻하게 입을만한 바지 추천해주시겠어요?
2465,- - 색상은 검정뿐인가요?
2467,- - 네이비 색상 100사이즈 있나요?
2469,- - 이걸로 구매할게요
2471,- - 혹시 세일 상품 있나요?
2473,- - 반팔을 좀 보고 싶은데요
2475,- - 그럼 이 셔츠 XL 사이즈 있나요?
2477,- - 사이즈가 좀 커 보이지 않나요?
2479,- - 그럼 이 셔츠 L 사이즈로 계산해주세요
2481,- - 검은색 코트를 찾고 있는데요
2483,- - 아 제가 찾고 있는 게 양복에 잘 어울릴만한 깔끔한 스타일인 데 있을까요?
2484,- - 저희가 3가지 종류가 들어왔는데 한번 보시겠어요?
2485,- - 오버핏 말고 슬림핏을 찾고 있는데 혹시 있을까요?
2487,- - 아 그리고 슬랙스는 어느 쪽에 있나요?
2491,- - 이거 입어봐도 돼요?
2493,- - 사이즈가 어떻게 되죠?
2496,- - 한 치수 큰 걸로 드릴까요?
2499,- - 다른 것도 볼게요
2501,- - 이 블라우스는 무슨 무슨 색 있나요?
2503,- - 사이즈는요?
2505,- - 하얀색 66 입어볼 수 있나요?
2507,- - 어울릴만한 치마도 하나 추천해주세요
2509,- - 네 그럼 같이 입어볼게요
2511,- - 이 카디건은 얼마인가요?
2513,- - 이 바지는요?
2515,- - 이거 두 개 살게요
2517,- - 카카오페이로 결제 가능한가요?
2519,- - 그럼 카카오페이로 결제해주세요
2521,- - 저에게 어울리는 청바지를 찾아주세요
2522,- - 어떤 스타일의 청바지를 원하세요?
2524,- - 그럼 이런 슬랙스 스타일의 청바지는 어떠세요?
2525,- - 조금 더 진한 색의 청바지 있을까요?
2526,- - 네 이 청바지 어떠세요?
2527,- - 이거 한 번 입어봐도 될까요?
2531,- - 이거 S 사이즈 있을까요?
2533,- - 주문은 가능할까요?
2535,- - 그럼 같은 디자인으로 다른 색상 있나요?
2537,- - 입어 볼 수 있을까요?
2541,- - 이 옷 이 색 말고 다른 색도 있나요?
2543,- - 블랙 색상 사이즈 100으로 입어봐도 될까요?
2545,- - 죄송한데 이건 너무 큰 것 같아서 95로 갖다 주세요
2547,- - 이거 계산해 주세요
2549,- - 포인트 적립되나요?
2551,- - 간절기용 티셔츠 좀 볼 수 있나요
2553,- - 남자용입니다
2555,- - 이게 괜찮은데 105사이즈 있나요
2557,- - 같은 사이즈로 회색하고 갈색 두 종류를 보고 싶습니다
2559,- - 입어봐도 됩니까
2561,- - 옷 좀 구경하러 왔어요
2562,- - 어떤 스타일을 찾으세요?
2563,- - 롱 원피스 종류 있어요?
2565,- - 한번 보여주시겠어요?
2567,- - 플라워 패턴도 있나요?
2569,- - 다른 칼라도 있나요?
2571,- - 티 좀 보려고 하는데요
2573,- - 요즘 제일 핫한 게 어떤 스타일이에요?
2574,- - 어느 분이 입으실 건가요?
2576,- - 연령대가 어떻게 되세요?
2578,- - 체형은요?
2581,- - 요즘 핫한 상품이 뭐예요?
2583,- - 좀 보여주세요
2585,- - 이거 사이즈 M 있나요?
2587,- - 언제 재입고 되나요?
2589,- - 그냥 L 사이즈로 사겠습니다
2591,- - 이 옷은 사이즈가 어떻게 나와요?
2593,- - 혹시 입어볼 수 있을까요?
2595,- - 피팅룸에서는 한 번에 몇 벌까지 입어볼 수 있어요?
2597,- - 라지 사이즈를 입어보고 싶은데 디피가 안 되어있습니다
2599,- - 왼쪽 벽에 걸려있었습니다
2601,- - 남자친구 생일선물로 살 옷 추천 좀 해주세요
2602,- - 남자친구 나이가 몇 살인가요?
2604,- - 키는 어느 정도인가요?
2606,- - 체격이 마른 편인가요?
2608,- - 그럼 새로 나온 이 니트는 어떠세요?
2609,- - 사이즈 안 맞으면 교환 가능한가요?
2611,- - 40대 여성에게 어떤 옷이 어울릴까요?
2613,- - 이 제품 다른 무늬는 없나요?
2615,- - 이 제품 M사이즈로 하나 주세요
2617,- - 그럼 하나 큰 사이즈로 주세요
2618,- - 포장은 따로 필요 없으신가요?
2619,- - 선물용으로 포장해 주세요
2621,- - 둘러볼게요
2623,- - 여기요 이거 라지 있나요
2624,- - 네 입어보시겠어요
2627,- - 잘 맞아요 입고 갈게요
2628,- - 입고 오신 옷 넣어드릴까요
2631,- - 여기 양말은 어디 있나요?
2633,- - 건강 발가락 양말도 저기 있나요?
2635,- - 브랜드가 이것뿐인가요?
2637,- - 그럼 언제 들어오나요?
2639,- - 그럼 재고 들어올 때 연락 주세요
2641,- - 50대 여성에게 선물로 드릴만 한 옷이 있을까요?
2642,- - 선호하는 옷 종류가 따로 있으실까요?
2644,- - 그럼 이런 연한 핑크색의 등산복 종류가 어떠세요?
2645,- - 어머니 몸매가 이 정도 되시는데 사이즈가 어느 게 맞을까요?
2647,- - 한 이 정도인 거 같은데 그래도 일단 사 가고 안 맞으면 교환 가능하죠?
2649,- - 삼성페이로 결제 가능한가요?
2651,- - 원피스 있나요?
2652,- - 네 어떤 스타일 보여드릴까요?
2654,- - 네 55사이즈로 보여드릴까요?
2655,- - 네 치마 길이 긴 디자인은 없나요?
2657,- - 그럼 이 제품으로 주세요
2658,- - 네 더 필요하신 건 없으세요?
2661,- - 이 바지 다른 사이즈 있나요?
2662,- - 네 어떤 사이즈로 보여드릴까요?
2665,- - 컬러는 이게 다인가요?
2666,- - 혹시 찾으시는 색상 있으신가요?
2667,- - 블랙이나 차콜 그레이 있어요?
2669,- - 지금 바로 볼 수 있나요?
2671,- - 이 옷 사이즈 있나요?
2672,- - 어떤 옷 말씀이세요?
2673,- - 이 원피스 66사이즈 있나요?
2675,- - 정 사이즈로 나온 옷인가요?
2677,- - 한 번 입어봐도 될까요?
2679,- - 이 옷으로 포장해주세요
2681,- - 여기 신상품 좀 소개해 주세요
2682,- - 어떤 종류를 찾으시나요?
2684,- - 이쪽으로 와 보시겠어요?
2685,- - 이건 가격이 어떻게 되나요?
2687,- - 한 번 입어 봐도 될까요?
2689,- - 이걸로 하고 싶어요
2690,- - 카드로 결제하시겠어요?
2691,- - 심플한 디자인의 원피스를 보고 있는데요?
2692,- - 이런 스타일은 어떠신가요?
2693,- - 색상은 뭐가 있죠?
2695,- - 사이즈는 어떻게 되어있나요?
2697,- - 입어볼 수 있나요?
2699,- - 얼마인가요?
2701,- - 이번 겨울 신상 코트는 어느 쪽에 있나요?
2703,- - 신제품들만 따로 적용되는 이벤트 같은 것은 없나요?
2705,- - 혹시 이월 상품들은 할인이 따로 들어가 있나요?
2707,- - 이월 상품들은 어디에 있나요?
2709,- - 이월 상품들은 제가 입어볼 수 있나요?
2711,- - 이 치마는 무슨 무슨 색 있어요?
2713,- - 사이즈는 어떻게 나오나요?
2715,- - 치마랑 어울릴 만한 니트 있나요?
2717,- - 이것도 66사이즈 있나요?
2719,- - 그럼 치마랑 니트 하나씩 구매할게요
2720,- - 네 더 필요한 건 없으세요?
2721,- - 이 니트 프리사이즈인가요?
2723,- - 혹시 미디엄 사이즈 있어요?
2725,- - 혹시 피팅 가능할까요?
2727,- - 혹시 블랙 말고 다른 색상도 있어요?
2729,- - 3 컬러 전부 입어볼 수 있을까요?
2731,- - 여성 청바지 종류 좀 보여주세요
2733,- - 일자바지면서 9부 바지 있나요?
2734,- - 이것은 신상인데 어떠세요?
2735,- - 입어봐도 되나요?
2737,- - 제 몸에 잘 어울리는 것 같나요?
2739,- - 이 바지는 할인되나요?
2741,- - 빅 사이즈 옷을 찾고 있는데 있을까요?
2743,- - 좀 둘러보겠습니다
2745,- - 이 옷은 컬러가 블랙 하나인가요?
2747,- - 사이즈는 몇까지 나오나요?
2749,- - 그럼 이거 77사이즈로 새 제품으로 준비해줄 수 있을까요?
2751,- - 블라우스를 구매하고 싶은데요
2752,- - 네 찾으시는 디자인이 있나요?
2753,- - 프릴이 있는 디자인이 있나요?
2755,- - 이 블라우스는 다른 색상은 없나요?
2757,- - 분홍색 66사이즈 주시겠어요?
2759,- - 현금으로 결제할게요
2760,- - 현금영수증 해드릴까요?
2761,- - 이번에 새로 나온 패딩이 어떤 건가요?
2763,- - 색상은 어떤 것이 있나요?
2765,- - 블랙 색상 110 사이즈 재고가 남아있나요?
2767,- - 그러면 110사이즈가 있는 색상은 어떤 건가요?
2769,- - 네이비 110사이즈 입어볼 수 있나요?
2771,- - 임신 중이라 넉넉한 사이즈를 찾고 있는데 어떤 스타일이 좋을까요?
2772,- - 네 고객님 임신 중이시면 넉넉한 사이즈로 나온 이 옷은 어떠세요?
2775,- - 색상은 이거 말고 어떤 색상이 또 있나요?
2777,- - 네 그럼 블루랑 그레이 색상으로 하나씩 주세요
2778,- - 네 결제는 어떻게 도와드릴까요?
2779,- - 네 현금결제로 할 테니 현금영수증 부탁드려요
2781,- - 치마 코너는 어디에 있나요?
2784,- - 사이즈 도와드릴까요?
2787,- - 66사이즈보다 한 사이즈 더 큰 사이즈 있나요?
2791,- - 롱패딩 보러 왔습니다
2793,- - 남자 고등학생 옷을 사려고요
2795,- - 가격은 어떻게 되나요?
2797,- - 아이가 좋아하겠죠?
2799,- - 그러면 하나 포장해서 주세요
2801,- - 남자친구 선물 주려고 하는데요
2802,- - 아직 추우니까 이 니트는 어떠세요?
2803,- - 혹시 검은색으로는 없나요?
2804,- - 어떤 사이즈 입으세요?
2807,- - 마음에 안 들면 환불되나요?
2809,- - 그럼 이걸로 할게요
2811,- - 여성용 블랙 진 있어요?
2812,- - 네 어떤 핏으로 찾으시나요?
2814,- - 이쪽으로 오시겠어요?
2815,- - 안감에 기모 들어간 건 없나요?
2817,- - 입어보고 싶은데요
2818,- - 허리 사이즈가 어떻게 되세요?
2821,- - 블라우스는 어느 쪽에 있나요?
2823,- - 혹시 이 옷 다른 사이즈도 있나요?
2825,- - 색상은 총 몇 가지인가요?
2827,- - 그럼 노란색 m사이즈로 하나 가져다주세요
2829,- - 현금 결제되나요?
2831,- - 제가 환불을 하고 싶은데요
2833,- - 어제 오후에 여기서 블라우스랑 치마를 샀는데 블라우스를 환불하고 싶어서요
2834,- - 구입하신 블라우스 좀 보여주시겠어요?
2836,- - 그리고 환불하시려면 영수증이 필요한데 갖고 오셨나요?
2839,- - 혹시 현금으로 환불받을 수는 없나요?
2841,- - 남성 바지는 어느 쪽에 있나요?
2843,- - 이 바지 30 있나요?
2845,- - 30이 작네요 31 있을까요?
2849,- - 이거 할인되나요?
2851,- - 정장을 좀 구매하려고요
2852,- - 네 평소 사이즈가 어떻게 되시죠?
2854,- - 치마 정장이랑 바지 정장 중에 어떤 거로 보여드릴까요?
2857,- - 네 그리고 겉에 입을 코트도 추천해주세요
2859,- - 혹시 신발도 있나요?
2861,- - 어머니 등산복으로 어떤 게 좋을까요??
2862,- - 연령대가 어떻게 되시나요?
2864,- - 혹시 선호하는 색상 있으신가요?
2867,- - 너무 튀지 않은 색상으로 골라주시겠어요?
2868,- - 튀지 않으면서 밝은 주황색 옷인데 이거 어떠세요?
2870,- - 포장해드릴까요??
2871,- - 이 옷 다른 사이즈도 볼 수 있을까요?
2872,- - 네 고객님 사이즈가 어떻게 되시나요?
2874,- - 상의만 필요하신가요?
2875,- - 네 그리고 다른 색상 디자인도 있는지 궁금합니다
2876,- - 이 디자인으로는 네이비 외에 그레이와 화이트가 있는데 골라보시겠어요?
2879,- - 탈의실이 어디에 있죠?
2881,- - 레깅스 있나요?
2883,- - 무발도 있죠?
2885,- - 혹시 블랙 말고 다른 색상 있나요?
2887,- - 기모인가요?
2889,- - 그럼 색상별로 하나씩 주세요
2891,- - 이 원피스 사이즈 있나요?
2893,- - 피팅 가능한가요?
2895,- - 55사이즈로 입어볼게요
2897,- - 컬러는 블랙 하나인가요?
2899,- - 언제 다시 들어오나요?
2901,- - 이 옷 혹시 입어볼 수 있나요?
2902,- - 네 고객님 몇 사이즈세요?
2905,- - 옷이 좀 큰데 크게 나왔나요?
2906,- - 아 그러시면 한 사이즈 작은 거 드려볼까요?
2909,- - 음 이건 너무 작은 것 같으니 아까 걸로 주세요
2911,- - 겨울용 따뜻한 패딩을 찾고 있는데요
2913,- - 가격은 30만 원대 생각하고 있어요
2915,- - 구스는 얼마나 할인하죠?
2917,- - 네 105 사이즈 한번 입어볼게요
2919,- - 이거 카드로 3개월 할부해 주세요
2921,- - 와이셔츠 사려고 하는데 어디 있나요?
2923,- - 이 와이셔츠 105 사이즈 있나요?
2925,- - 와이셔츠랑 같이 재킷도 사려고 하는데 추천하시는 옷 있나요?
2927,- - 소매가 조금 긴 것 같은데 수선되나요?
2929,- - 그럼 이걸로 계산할게요
2931,- - 이 패딩 XL도 있나요?
2933,- - 아 블랙은 없나요?
2934,- - 네 현장에 없는데 주문해드릴까요?
2935,- - 주문하면 언제쯤 받을 수 있나요?
2937,- - 아 결제는 미리 하고 가도 되죠?
2938,- - 네 결제는 어떻게 도와드릴까요?
2939,- - 삼성페이 되나요?
2941,- - 오늘 영업하나요?
2943,- - 보라색 니트 있나요?
2945,- - 어디에 있나요?
2947,- - 라지 사이즈도 있나요?
2949,- - 한 번 입어봐도 될까요?
2951,- - 정장하나 맞추려고 하는데 처음 맞추는 거라 저한테 어떤 색이 잘 어울릴까요?
2953,- - 입어봐도 되나요?
2955,- - 팔이 좀 긴데 수선 가능한가요?
2957,- - 수선 맡기면 오래 걸릴까요?
2959,- - 네 결제는 카드로 할게요
2961,- - 이 원피스 사이즈 L 있나요?
2963,- - 그럼 M사이즈로 입어 볼 수 있나요?
2965,- - 이 원피스랑 어울리는 재킷도 사고 싶은데 뭐가 제일 잘나가요?
2967,- - 그럼 이렇게 해서 얼마죠?
2969,- - 봉투값 따로 받으세요?
2971,- - 저 울 재킷은 여기 걸려있는 게 전부인가요?
2973,- - 아 혹시 울이 많이 들어간 재킷은 어떤 건가요?
2974,- - 울 80이 들어간 검은색 재킷이 있는 데 한번 착용해보시겠어요?
2975,- - 검은색 말고 다른 색상은 없나요?
2977,- - 제가 색상 있는 재킷을 찾고 있어서 다른 재킷은 없나요?
2978,- - 그럼 울 함량이 조금 낮지만 3가지 색상이 있는 재킷이 있는데 이건 어떠신가요?
2979,- - 하늘색이 제일 깔끔한 데 사이즈는 Free인가요?
2981,- - 원피스를 찾고 있는데요
2982,- - 어떤 스타일로 찾고 계시나요?
2987,- - 긴 걸로 주시겠어요
2989,- - 여기 카드요
2991,- - 남자가 입을 수 있을까요?
2993,- - 그럼 L 사이즈를 찾아주세요
2995,- - 사이즈가 없으면 어떻게 하나요?
2997,- - 현금결제로 해주세요
2999,- - 옷은 언제 찾으러 오면 되나요?
3001,- - 옷이 안 맞으면 환불 되나요?
3003,- - 청바지로 사려고 합니다
3005,- - 이거 바지 늘어나요?
3007,- - 피팅룸에서 입어볼게요
3009,- - 사이즈가 안 맞으니 정리해주세요
3011,- - 패딩을 구매하고 싶은데 제일 잘나가는 상품은 뭔가요?
3013,- - 그럼 검은색 패딩 종류 좀 보여주실 수 있나요?
3014,- - 사이즈는 어떤 걸로 보여드릴까요?
3016,- - 이 패딩은 조금 크게 나온 편인데 한 치수 작은 건 어떠세요?
3017,- - 그럼 미디엄 사이즈인가요?
3019,- - 네 미디엄 사이즈로 보여주세요
3021,- - 혹시 70대 할머니가 입을만한 옷이 있나요?
3023,- - 보통 할머니들은 무슨 색을 많이 사가나요?
3025,- - 이 재킷은 얼마인가요?
3027,- - 카드로 결제 가능한가요?
3029,- - 일시불로 결제해주세요
3031,- - 면접 볼 때 입을 옷을 찾고 있어요
3033,- - 단추는 원래 없는 옷입니까?
3035,- - 제일 큰 사이즈는 무엇인가요?
3037,- - 밑에는 박음질이 정리되어있지 않네요
3039,- - 언제까지 세일하나요?
3041,- - 원피스 신상 나왔어요?
3043,- - 꽃무늬로 된 원피스 있나요?
3045,- - 핑크색 말고 하늘색으로 주세요
3047,- - 이 원피스에 어울리는 카디건 있나요?
3049,- - 입어볼게요
3051,- - 블라우스 좀 보려고 왔는데요
3053,- - 너무 요란한 무늬 말고 좀 얌전한 거 없을까요?
3055,- - 교생실습할 때 입을 거라 너무 화려한 건 안돼요
3057,- - 이건 가격이 얼마에요?
3059,- - 현금으로 할게요
3061,- - 원피스는 어디에 있나요?
3063,- - 친구 결혼식에 입고 갈 것으로 추천해주세요
3064,- - 이 디자인 어떠세요?
3065,- - 입어볼 수 있을까요?
3067,- - 이 사이즈보다 한 치수 큰 거 있나요?
3069,- - 이걸로 포장해주세요
3071,- - 봄 신상품 카디건 있나요
3073,- - 색상은 몇 가지 있나요
3075,- - 주로 어떤 색상이 잘 나가나요
3077,- - 가격대는요
3079,- - 카드 결제 가능한가요
3081,- - 겨울용 청바지 좀 보여주시겠어요?
3082,- - 허리 사이즈가 어떻게 되세요?
3085,- - 색이 좀 더 연한 건 없을까요?
3086,- - 연한 색상을 원하시면 이 디자인은 어떠세요?
3087,- - 가격은 얼마인가요?
3089,- - 한번 입어봐도 될까요?
3091,- - 여기 여름 원피스가 벌써 나왔네요?
3093,- - 이거는 얼마나 해요?
3097,- - 세일하는 건 없나요?
3099,- - 이쪽 거는 세일 얼마나 들어간 거예요?
3101,- - 와이프 옷 선물해주고 싶은데 추천해주세요
3102,- - 생각하시는 스탈이 있으세요
3104,- - 그러시면 이 카디건은 어떠하실까요
3107,- - 이 카디건 금액은 얼마인가요
3109,- - 66사이즈로 예쁘게 포장해 주세요
3111,- - 남자 옷도 파나요?
3112,- - 어떤 옷을 찾으세요?
3115,- - 남자친구한테 선물할 건데 추천 좀 해주세요
3116,- - 요즘 잘 나가는 분홍색 이 셔츠는 어떠세요?
3117,- - 좋아요 큰 사이즈도 있나요?
3118,- - 얼마나 큰 사이즈를 찾으세요?
3121,- - 롱패딩 다 팔렸나요?
3123,- - XL 사이즈 있나요?
3125,- - 세탁은 어떻게 하나요?
3127,- - 현금영수증 해주세요
3129,- - 제품에 문제가 있으면 어떡하나요?
3131,- - 이 바지 사이즈가 어떻게 되나요?
3133,- - M사이즈는 몇 인치인가요?
3135,- - 바지 색상은 한 가지인가요?
3137,- - 블랙 색상 바지에 어울리는 티셔츠가 있나요?
3139,- - 셔츠 말고 기본 티셔츠는 없나요?
3141,- - 신랑 와이셔츠를 사려고 하는데요
3143,- - 예쁜데 신상품은 얼마인가요?
3145,- - 조금 더 저렴한 것 있나요?
3147,- - 그럼 이거 105사이즈 있나요?
3149,- - 버건디 컬러로 105로 주세요
3151,- - 여기 진열되어 있는 점퍼 얼마인가요?
3153,- - 입어볼 수 있나요?
3155,- - 55사이즈 입어볼게요
3157,- - 잘 어울리는 거 같은데 이걸로 주세요
3159,- - 교환은 언제까지 가능한가요?
3161,- - 옷 구경 좀 해도 될까요?
3163,- - 이거 사이즈 105사이즈 있나요?
3165,- - 한번 입어봐도 될까요?
3167,- - 지금 사면 할인되나요?
3169,- - 카드 결제할게요
3171,- - 태그에 붙어 있는 가격이 세일이 적용된 금액인가요?
3173,- - 상하의 한 벌 가격이 맞는지 확인해주세요
3175,- - 혹시 몇 퍼센트가 할인된 건지 알 수 있을까요?
3177,- - 그렇다면 여기 있는 상품 모두가 70프로 세일 중이라는 말씀이신가요?
3179,- - 세일 품목은 매일매일 달라지나요?
3181,- - 면접 보러 갈 건데 입을 옷 좀 추천해주세요
3182,- - 면접이시면 정장 스타일 찾으시나요?
3184,- - 그럼 이 면 셔츠는 어떠신가요?
3185,- - 혹시 더 밝은 색 있나요?
3187,- - 네 이걸로 할게요
3189,- - 삼성페이로 계산할 수 있나요
3191,- - 키즈 바람막이를 보고 싶어요
3193,- - 남녀 공용인가요?
3195,- - 여자아이인데 무슨 색이 괜찮을까요?
3196,- - 핑크색 있는데 보여드릴까요?
3197,- - 핑크색 7살 사이즈로 주세요
3199,- - 카드로 계산할게요
3200,- - 일시불이세요?
3201,- - 이 옷 66사이즈 있나요?
3203,- - 재입고 예정인가요?
3205,- - 제품 예약할 수 있을까요?
3207,- - 플레어스커트는 어느 쪽에 있나요?
3209,- - 이 옷 입어볼 수 있을까요?
3211,- - 저기 이 옷 좀 봐주세요
3212,- - 네 무슨 일로 그러세요?
3213,- - 제가 지난주에 구매한 옷인데 집에서 보니 안쪽이 뜯어져 있었어요
3215,- - 정말 마음에 들어서 산 옷인데 입을 수 없어서 좀 황당했어요
3217,- - 혹시 같은 걸로 교환이 가능할까요?
3219,- - 재고가 있나요?
3221,- - 직원 안 계세요?
3222,- - 어떤 옷 보러 오셨어요?
3224,- - 후드티는 이 브랜드가 잘 팔려요
3225,- - 다른 색상은 없나요?
3227,- - 슬랙스 좀 보여주세요
3229,- - 그걸로 할게요
3231,- - 치마는 오른쪽에 있나요?
3233,- - 롱치마도 있나요?
3235,- - 빨간색 치마도 있나요?
3237,- - 니트 치마도 볼 수 있을까요?
3239,- - 현금으로 사면 할인 가능한가요?
3241,- - 니트 같은 거는 어디 있어요?
3243,- - 제가 입을 건 아니고 어머니 사드리려고요
3245,- - 어떤 게 많이 팔리나요?
3247,- - 그럼 이걸로 2개 주세요
3249,- - 선물포장도 가능한가요?
3251,- - 패딩 따듯한 거 뭐 있어요?
3253,- - 뭐가 달라요?
3255,- - 그럼 더 따듯한가요?
3257,- - 가격은 얼마인가요?
3259,- - 그럼 그걸로 구매할게요
3260,- - 네 더 필요한 건 없으시죠?
3261,- - 양복 위아래 세트로 다 맞추면 얼마인가요?
3263,- - 시간은 얼마나 걸릴까요?
3265,- - 원단에 따라 가격도 달라질 수 있나요?
3267,- - 혹시 위에만 맞출 수도 있나요?
3269,- - 그럼 가격은 얼마인가요?
3271,- - 지난주에 여기서 이 옷을 사 갔는데 사이즈가 안 맞아서 교환 좀 하려고요
3272,- - 영수증 가져오셨나요?
3273,- - 상품 텍이 아주 조금 찢어졌는데 상관없죠?
3275,- - 혹시 이 옷 여성 사이즈는 없나요?
3277,- - 여자친구랑 커플로 입으려고 하는데 비슷한 디자인은 없나요?
3279,- - 선물로 주려고 하는데 선물 포장 가능하죠?
3281,- - 혹시 지금 한정판 상품 판매 중인가요?
3283,- - 어느 쪽에 있나요?
3285,- - 한정판 상품 중에 가장 잘 나가는 상품이 뭔가요?
3287,- - 어떤 색상이 가장 잘 나가나요?
3289,- - 그럼 이거 두 개 가져다주시겠어요?
3291,- - 블라우스 좀 볼 수 있을까요?
3293,- - 좀 더 무난한 디자인은 없을까요?
3295,- - 이거 라지 사이즈 있나요?
3297,- - 가격은 얼마에요?
3299,- - 입어봐도 되죠?
3301,- - 여기 언제 오픈했어요?
3303,- - 옷 구경 다 해봐도 되죠?
3305,- - 옷이 엄청 싼 것 같아요
3307,- - 혹시 문 닫는 날도 있나요?
3309,- - 다음에 또 와서 옷 살게요
3311,- - 이 셔츠 아이보리색 품절이에요?
3313,- - 입고는 언제 돼요?
3315,- - 온라인으로 사는 게 더 빠를까요?
3317,- - 그래도 금액은 온라인 더 싸지 않아요?
3319,- - 그럼 저 여기서 예약 주문할게요
3321,- - 안녕하세요 점퍼 좀 보려고요
3322,- - 본인이 입으시는 건가요?
3324,- - 여자친구?
3325,- - 네 밝은 색으로 보여주세요
3326,- - 그럼 이쪽으로 오세요 이 옷은 어떠세요
3327,- - 맘에 들어요 사이즈가 맞을까요?
3329,- - 그럼 이걸로 부탁드립니다
3331,- - 요즘 신상 코트 볼 수 있을까요?
3332,- - 고객님이 입으실 건가요?
3335,- - 90사이즈 있나요?
3337,- - 색상 회색도 있나요?
3339,- - 네 입어볼게요
3341,- - 슬랙스 있나요?
3343,- - 사계절용 좀 보여주세요
3345,- - 이 제품 허리 28로 보여주세요
3346,- - 어떤 색상으로 보여드릴까요?
3347,- - 어떤 색상 있나요?
3351,- - 여성 청바지도 판매하나요?
3353,- - 부츠컷으로 보여주실 수 있나요?
3355,- - 길이 수선도 가능한 건가요?
3357,- - 수선하면 시간은 어느 정도 걸리나요?
3359,- - 택배로 보내주실 수 있나요?
3361,- - 이 옷은 얼마인가요?
3363,- - 제가 정장을 하나 사야 되는데 잘 팔리는 게 어떤 거죠?
3364,- - 이 옷하고 이 옷이에요
3366,- - 네 구매하실 건가요?
3367,- - 네 가격은 얼마인가요?
3369,- - 그럼 이걸로 주세요
3371,- - 음 제가 옷을 잘 못 고르는데 좀 도와주시겠어요?
3372,- - 네 누가 입을 건가요
3374,- - 아 네 그럼 따님이 20대 초인 가요?
3376,- - 그럼 따님이 원하는 스타일이 어떤 건가요?
3378,- - 네 신상으로 나온 이 원피스가 요즘 선호도가 높은데요
3380,- - 혹시 따님이 맘에 안 들어 하면 다시 갖고 나오셔도 돼요
3381,- - 이 옷 55사이즈 있나요?
3383,- - 그럼 66은 있나요?
3385,- - 그러면 다른 색으로도 사이즈가 없을까요?
3387,- - 회색도 가격이 똑같은가요?
3389,- - 현금 결제하면 할인되나요?
3391,- - 피팅룸이 어디인가요?
3392,- - 어떤 상품 입어보실 건가요?
3393,- - 바지 입어보려고요
3395,- - 어디로 들어가면 되죠?
3397,- - 혹시 최대 몇 벌까지 입어볼 수 있나요?
3402,- - 네 무슨 일로 그러시나요?
3403,- - 옷을 다른 옷으로 교환할 수 있나 해서요
3404,- - 네 영수증과 결제했던 카드 가지고 계시나요?
3406,- - 어떤 걸로 교환하시겠어요?
3408,- - 가격이 추가되는데 괜찮으신가요?
3410,- - 그럼 지난 결제는 취소하고 재결제 하겠습니다
3411,- - 이 티셔츠 조금 더 큰 치수로 있나요?
3413,- - 105보다 큰 사이즈는 없나요?
3415,- - 저기 마네킹이 입고 있는 티셔츠도 105가 제일 큰 사이즈인가요?
3417,- - 네 그럼 저 티셔츠로 할게요 얼마죠?
3419,- - 여기 3개월 무이자로 결제할 수 있죠?
3421,- - 이 넥타이 실크 100퍼센트면 혹시 케어를 손빨래나 드라이클리닝으로만 해야 하나요?
3423,- - 그러면 아크릴이나 면 함유된 제품은 없나요?
3425,- - 여기 있는 것들이 다인가요?
3427,- - 그냥 아까 봤던 실크 넥타이로 사갈게요
3428,- - 결제는 뭘로 하시나요?
3430,- - 상품 환불이나 교환하시려면 영수증 가지고 일주일 이내 매장 방문하시면 됩니다
3431,- - 머플러 선물을 하려고 하는데요
3432,- - 아 네 선물 받을 분이 연령이 어떻게 되나요?
3435,- - 어디 한번 보여 주세요
3437,- - 네 제가 원하는 색상이 아닌데 다른 거 추천 좀 해주세요
